"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"375","22418"," 22367"," 23292"," 23290"," 22614"," 22899"," 23377"," 22662"," 23291"," 23289"," 22551"," 22554"," 20728"," 22384"," 20725"," 23201"," 23202"," 22386"," 23205"," 22356"," 22866"," 23439"," 22741"," 23183"," 22417"," 22951"," 23298"," 22838"," 22842"," 22840"," 22625"," 21485"," 22111"," 23343"," 22086"," 23320"," 23344"," 23367"," 23368"," 22867"," 23319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","48138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","21506"," 22717"," 23541"," 23543"," 23234"," 22734"," 23274"," 23271"," 22910"," 23320"," 22596"," 71477"," 84970S"," 23144"," 85048"," 22592"," 23083"," 23100"," 23101"," 23102"," 21733"," 84978"," 22197"," 23123"," 23122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","22086"," 22355"," 21481"," 20977"," 21479"," 22837"," 20978"," 22553"," 22910"," 21500"," 20719"," 20723"," 21989"," 22326"," 21935"," 84519A"," 84519B"," 21880"," 21882"," 21212"," 21086"," 21080"," 21094"," 22554"," 21499"," 22383"," 16161U"," 21498"," 22045"," 20712"," 20713"," 21930"," 21931"," 22333"," 22029"," 22817"," 21544"," 21746"," 22668"," 22083"," 22669"," 20727"," 22382"," 22356"," 20728"," 22384"," 20726"," 23206"," 23200"," 84077"," 23199"," 23209"," 23203"," 23574"," 23370"," 23344"," 20979"," 23582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","23353"," 23349"," 22818"," 23403"," 47591D"," 22989"," 23243"," 47559B"," 23096"," 22720"," 22722"," 22907"," 22138"," 22139"," 84978"," 22617"," 22696"," 46000S"," 46000U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","21115"," 21116"," 22317"," 22325"," 22318"," 47585A"," 46000S"," 37449"," 37446"," 22583"," 23138"," 23210"," 22969"," 20970"," 22483"," 21408"," 46776F"," 20934"," 72741"," 22111"," 23355"," 23433"," 22580"," 84347"," 22699"," 22865"," 22621"," 22139"," 22138"," 23077"," 22851"," 23234"," 23378"," 22595"," 22600"," 22866"," 46776C"," 22867"," 47591D"," 46775D"," 37447"," 22806"," 85225"," 21109"," 21111"," 21108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","22794"," 84616"," 84823"," 84826"," 84827"," 84816"," 21430"," 22797"," 22795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","22536"," 22535"," 22533"," 22532"," 22693"," 21890"," 21891"," 22550"," 21703"," 21912"," 23229"," 22548"," 21790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","84970L"," 84970S"," 22457"," 85066"," 22639"," 22640"," 22855"," 22078"," 22082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","85034B"," 85173"," 85169A"," 85169B"," 21755"," 22508"," 21231"," 23081"," 21915"," 21790"," 21889"," 21704"," 72807C"," 22197"," 22786"," 23355"," 22114"," 22784"," 46000R"," 20956"," 84945"," 18097C"," 84946"," 23084"," 22310"," 23130"," 23534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","84946"," 84792"," 35004B"," 85199S"," 84879"," 22469"," 23322"," 21136"," 21135"," 47566"," 22767"," 22766"," 22170"," 22457"," 82484"," 22487"," 22171"," 21270"," 23112"," 22762"," 22763"," 23099"," 79403"," 22214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","22690"," 22365"," 48185"," 48187"," 48194"," 22251"," 22249"," 22283"," 20685"," 85150"," 82582"," 82600"," 21181"," 21165"," 22904"," 22928"," 22927"," 47566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","48194"," 21524"," 22365"," 48188"," 22692"," 22788"," 22511"," 22468"," 21733"," 22510"," 22821"," 84247G"," 21735"," 82484"," 22457"," 21272"," 22189"," 22770"," 22767"," 82494L"," 85066"," 22456"," 22173"," 22567"," 22558"," 22844"," 85184C"," 84818"," 22794"," 22914"," 22795"," 22847"," 22912"," 22295"," 21985"," 21485"," 22113"," 85123A"," 21755"," 22966"," 22993"," 84969"," 23254"," 23256"," 85049G"," 85049H"," 85049D"," 85049C"," 85049F"," 84879"," 21913"," 21912"," 22990"," 23008"," 23007"," 23003"," 22998"," 22997"," 23152"," 23201"," 22385"," 21929"," 21928"," 22663"," 85099C"," 85099B"," 21770"," 22077"," 23065"," 23148"," 23147"," 22665"," 22423"," 22766"," 84406B"," 23069"," 23066"," 23142"," 21716"," 22048"," 22047"," 22045"," 22046"," 23230"," 21500"," 22845"," 23146"," 82482"," 22622"," 22621"," 22968"," 22666"," 22027"," 22029"," 22023"," 22026"," 23298"," 22654"," 22814"," 22712"
"388","22844"," 22457"," 48184"," 22881"," 23046"," 48187"," 21340"," 23047"," 22139"," 22847"," 23322"," 23321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","22952"," 22910"," 22739"," 22738"," 22736"," 22909"," 35591T"," 22186"," 22695"," 22470"," 22580"," 22469"," 22147"," 22130"," 21791"," 22694"," 21790"," 22149"," 22900"," 22961"," 22321"," 22594"," 22593"," 22595"," 21986"," 22750"," 22616"," 22775"," 22899"," 22367"," 22942"," 22941"," 22086"," 22940"," 21212"," 21976"," 22951"," 21977"," 22834"," 22867"," 22865"," 22632"," 21916"," 22587"," 22566"," 22565"," 22472"," 22557"," 22551"," 22554"," 22534"," 22531"," 22529"," 22530"," 84032B"," 22837"," 85049H"," 22749"," 22807"," 82494L"," 82482"," 21240"," 21239"," 21238"," 23391"," 23390"," 23389"," 82581"," 21592"," 22283"," 22784"," 22297"," 23559"," 23371"," 22514"," 22517"," 23319"," 23313"," 23541"," 23553"," 23322"," 84992"," 23309"," 22846"," 23354"," 23353"," 22296"," 23026"," 23352"," 23351"," 23349"," 23350"," 23321"," 21899"," 21900"," 21901"," 22173"," 23103"," 23454"," 71477"
"390","21557"," 22355"," 22356"," 20719"," 20723"," 20724"," 22661"," 22111"," 22837"," 21481"," 22064"," 22174"," 84050"," 22385"," 85099F"," 84006"," 22059"," 22555"," 22197"," 21232"," 21231"," 20971"," 22189"," 22188"," 21137"," 82494L"," 37448"," 48188"," 22834"," 20712"," 21931"," 22663"," 85099C"," 21164"," 82482"," 82483"," 22693"," 21929"," 20972"," 22220"," 23155"," 22046"," 22048"," 22026"," 21506"," 22037"," 23204"," 23203"," 21871"," 22379"," 21172"," 16161U"," 21524"," 22366"," 21735"," 23077"," 23078"," 23202"," 84380"," 22212"," 84978"," 22457"," 21877"," 21071"," 23158"," 85099B"," 23399"," 48194"," 23408"," 23200"," 20713"," 21497"," 23191"," 22647"," 20985"," 23473"," 23480"," 23582"," 23344"," 23076"," 22187"," 22699"," 21212"," 23240"," 79321"," 22045"," 16169E"," 22029"," 82486"," 84378"," 84029E"," 20685"," 82001S"," 23343"," 23531",NA,NA,NA,NA,NA
"391","21933"," 37342"," 22520"," 22518"," 22521"," 22519"," 22522"," 22523"," 21755"," 21754"," 22854"," 23138"," 22296"," 21390"," 22488"," 22457"," 22185"," 22822"," 84755"," 23144"," 84970L"," 84970S"," 85123A"," 22464"," 22465"," 23206"," 22960"," 84378"," 22965"," 22352"," 20725"," 85099B"," 21936"," 20712"," 20726"," 22384"," 22386"," 21929"," 21937"," 20728"," 20727"," 21558"," 21561"," 21559"," 22385"," 22382"," 22431"," 22433"," 22432"," 21932"," 23207"," 22662"," 23209"," 21928"," 20711"," 23199"," 23201"," 85099F"," 22224"," 71053"," 23087"," 22156"," 22294"," 22227"," 21471"," 21470"," 22383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","22745"," 21878"," 22841"," 84692"," 22943"," 22086"," 22595"," 22594"," 22084"," 21733"," 85123A"," 22083"," 22737"," 21462"," 22582"," 22584"," 22585"," 22812"," 85032D"," 22130"," 22468"," 79321"," 22573"," 22574"," 22890"," 84898F"," 22190"," 22956"," 22314"," 21949"," 84375"," 21445"," 22572"," 85199S"," 21447"," 22666"," 22569"," 22593"," 77101A"," 22945"," 72741"," 22499"," 47566"," 22087"," 21207"," 22938"," 15039"," 22263"," 22262"," 22261"," 22937"," 21621"," 22325"," 22320"," 22931"," 22930"," 22932"," 22668"," 47590B"," 47590A"," 35911B"," 22933"," 22934"," 22935"," 22936"," 15036"," 22669"," 22857"," 21094"," 21988"," 21989"," 84231"," 21987"," 21086"," 84228"," 84226"," 21458"," 84462"," 21213"," 84218"," 35911A"," 21206"," 84378"," 21446"," 22232"," 21544"," 21224"," 84380"," 85203"," 85202"," 22966"," 22090"," 84033"," 21457"," 22233"," 21034"," 22321"," 22322"," 22230"," 21456"
"393","22917"," 22916"," 22921"," 22920"," 22919"," 22918"," 22929"," 85066"," 22704"," 22035"," 22933"," 22760"," 35004C"," 22087"," 22548"," 21915"," 22549"," 22991"," 23503"," 23380"," 23293"," 23360"," 23359"," 23189"," 23240"," 23236"," 22584"," 22582"," 22585"," 23082"," 84879"," 85123A"," 22086"," 22083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","47566"," 47566B"," 22851"," 21080"," 47559B"," 85141"," 22423"," 85099B"," 85123A"," 20718"," 37500"," 22907"," 21900"," 21899"," 21901"," 21902"," 22925"," 23051"," 23171"," 23172"," 22829"," 21090"," 23170"," 85099F"," 21035"," 20829"," 23068"," 22427"," 23146"," 21792"," 85049D"," 21621"," 23298"," 84987"," 21974"," 22930"," 22932"," 23173"," 23174"," 21078"," 23175"," 22795"," 20717"," 85132B"," 22721"," 20728"," 85099C"," 20726"," 20725"," 22384"," 21932"," 21933"," 21794"," 21154"," 21041"," 47593B"," 23206"," 21476"," 21588"," 21294"," 15058A"," 15058B"," 85014A"," 85014B"," 23245"," 23207"," 21876"," 22980"," 22061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","22912"," 21135"," 22157"," 22078"," 85032D"," 82552"," 82494L"," 85032B"," 22457"," 22185"," 22914"," 22913"," 23298"," 22398"," 22402"," 22400"," 82482"," 82551"," 22759"," 23306"," 47504H"," 21907"," 21992"," 21754"," 21755"," 23240"," 21932"," 23263"," 23313"," 22910"," 23296"," 23533"," 23534"," 23234"," 22208"," 22533"," 20751"," 85019A"," 22756"," 21288"," 22115"," 23214"," 23215"," 23293"," 82483"," 22119"," 22170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","21915"," 21716"," 21715"," 22094"," 20679"," 85014B"," 22499"," 21216"," 22558"," 22315"," 20914"," 20983"," 20979"," 20975"," 20682"," 84378"," 22309"," 21212"," 22329"," 22625"," 22193"," 85206A"," 84380"," 84375"," 22966"," 22964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","21811"," 85199S"," 22574"," 23270"," 21803"," 21810"," 22579"," 22578"," 22576"," 22577"," 23275"," 22338"," 23268"," 84692"," 21213"," 72122"," 22650"," 22553"," 23283"," 21374"," 85136C"," 85135B"," 23081"," 35599B"," 35599D"," 22187"," 23269"," 22155"," 22339"," 22573"," 21380"," 22589"," 22599"," 84596F"," 23310"," 23077"," 51014C"," 84859A"," 51014A"," 20992"," 22992"," 85035C"," 21832"," 22123"," 22065"," 21070"," 22610"," 22064"," 22066"," 22067"," 23570"," 22596"," 20982"," 22307"," 22306"," 23188"," 85034C"," 21636"," 22174"," 84859C"," 84859B"," 20996"," 72741"," 21642"," 22566"," 22565"," 84012"," 21154"," 20754"," 37340"," 20963"," 20961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","22291"," 22967"," 22287"," 22286"," 22322"," 22267"," 21455"," 22292"," 84459B"," 22241"," 22266"," 22285"," 22231"," 85212"," 22501"," 21389"," 22721"," 22890"," 85174"," 85205B"," 22502"," 85206A"," 22021"," 85186A"," 22084"," 20828"," M"," 22270"," 22250"," 85187"," 22293"," 85200"," 85194L"," 22835"," 22114"," 22112"," 21621"," 21485"," 22767"," 22737"," 22997"," 22998"," 21770"," 82582"," 23048"," 21262"," 23043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","23203"," 22666"," 23236"," 23337"," 22305"," 35970"," 23295"," 23293"," 22426"," 79190D"," 23039"," 22304"," 23250"," 23191"," 21990"," 23184"," 23306"," 23252"," 22726"," 22563"," 22562"," 21791"," 22847"," 21034"," 72760B"," 21973"," 21096"," 23377"," 22333"," 20992"," 85204"," 44234"," 23251"," 22632"," 21991"," 23183"," 23300"," 23249"," 21088"," 21403"," 16235"," 23280"," 23186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","21210"," 22898"," 22698"," 21211"," 22367"," 22720"," 22644"," 22416"," 21974"," 22697"," 21843"," 22699"," 22138"," 22617"," 20914"," 21975"," 22423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","22988"," 22652"," 84380"," 84378"," 22966"," 22666"," 22170"," 22169"," 22171"," 22795"," 85066"," 22148"," 22241"," 22502"," 22926"," 22933"," 22934"," 22457"," 48138"," 20685"," 22139"," 22904"," 22423"," 84988"," 21212"," 22178"," 22927"," 22925"," 21390"," 22794"," 23199"," 23077"," 22993"," 22727"," 22729"," 22728"," 22086"," 84832"," 22141"," 22144"," 23267"," 23206"," 20725"," 23209"," 23202"," 23203"," 85099B"," 22741"," 22740"," 23297"," 23338"," 23336"," 23337"," 23339"," 23335"," 22725"," 23153"," 22112"," 22690"," 48188"," 23175"," 23173"," 23245"," 21210"," 23110"," 23284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","22672"," 22674"," 22670"," 22675"," 22458"," 22212"," 22795"," 22470"," 22469"," 22423"," 22855"," 22799"," 84378"," 84380"," 22956"," 22961"," 22831"," 21385"," 20832"," 21355"," 85123A"," 21733"," 22804"," 22189"," 22188"," 84836"," 84884A"," 21755"," 22147"," 22457"," 84792"," 22588"," 22167"," 85061W"," 84879"," 47566"," 22427"," 22860"," 22858"," 22285"," 22926"," 22251"," 22267"," 22249"," 22241"," 22250"," 22247"," 21454"," 21455"," 21383"," 21386"," 21389"," 85199S"," 22297"," 22652"," 47566B"," 47590B"," 47590A"," 22499"," 22139"," 85169D"," 85169A"," 85169C"," 20972"," 22149"," 22148"," 21900"," 21899"," 21901"," 21902"," 22084"," 22366"," 22690"," 23284"," 22365"," 21381"," 21380"," 22586"," 22566"," 22565"," 22587"," 22668"," 22669"," 23331"," 23334"," 23333"," 23330"," 23329"," 23332"," 22696"," 22694"," 23322"," 22695"," 23323"," 23298",NA,NA,NA,NA,NA
"403","22863"," 22962"," 22963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","22634"," 22301"," 22972"," 22303"," 22971"," 22302"," 22988"," 22975"," 22636"," 21328"," 21329"," 21327"," 23292"," 22895"," 22553"," 22551"," 22383"," 22382"," 20728"," 23208"," 20726"," 23202"," 22629"," 20712"," 22138"," 23199"," 23200"," 23203"," 22173"," 23298"," 22147"," 23115"," 22548"," 23229"," 23291"," 23244"," 22727"," 22726"," 21212"," 23396"," 22467"," 20978"," 21213"," 23114"," 21218"," 21217"," 22086"," 23328"," 23307"," 21975"," 23235"," 21584"," 20977"," 23371"," 21479"," 22110"," 21484"," 23196"," 22736"," 22739"," 22737"," 23289"," 23290"," 22418"," 22367"," 47591D"," 23329"," 23332"," 22470"," 22694"," 23322"," 23323"," 23247"," 22943"," 22144"," 22142"," 23318"," 23319"," 21506"," 23370"," 23138"," 23273"," 23274"," 22554"," 85066"," 22557"," 22555"," 21930"," 21931"," 21340"," 20727"," 23399"," 21534"," 85034A"," 85035A"," 23407"," 84978"," 21012"," 84946"," 84947"
"405","20914"," 22961"," 22665"," 21563"," 22671"," 22674"," 22672"," 22673"," 22675"," 22459"," 22458"," 22477"," 22607"," 22470"," 22342"," 22341"," 22173"," 84792"," 22171"," 21272"," 21756"," 21755"," 21754"," 21623"," 22381"," 21696"," 21693"," 22379"," 21537"," 21533"," 21843"," 22625"," 21868"," 22138"," 21624"," 22380"," 21363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","37449"," 37446"," 21231"," 22720"," 22197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","15030"," 15039"," 15036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","23293"," 22844"," 22845"," 22712"," 22029"," 22814"," 22665"," 84976"," 21402"," 21403"," 20718"," 23291"," 23292"," 22846"," 22847"," 21668"," 22348"," 22077"," 90013A"," 82483"," 85049C"," 85049E"," 48188"," 21175"," 22413"," 23255"," 23256"," 23254"," 23300"," 23028"," 23029"," 21669"," 21671"," 21670"," 23031"," 23032"," 23240"," 23243"," 23245"," 23306"," 23301"," 23198"," 23142"," 23150"," 23152"," 23138"," 23140"," 22961"," 84997B"," 23197"," 23346"," 23345"," 22666"," 23289"," 23290"," 22629"," 22630"," 22028"," 23426"," 23493"," 23129"," 23264"," 23113"," 23389"," 23390"," 23116"," 20717"," 23039"," 23122"," 85053"," 22337"," 22154"," 23210"," 22575"," 21015"," 23353"," 23247"," 84832"," 22966"," 23173"," 22964"," 22717"," 22940"," 21172"," 22991"," 84406B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","79190D"," 84997B"," 22376"," 21039"," 20718"," 21242"," 21238"," 20676"," 21246"," 21843"," 21537"," 21715"," 21716"," 21718"," 20685"," 22414"," 21749"," 22457"," 21394"," 22628"," 22329"," 21218"," 21217"," 22073"," 22180"," POST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
